B, 4, 3, 28, 48
B, 6, 1, 37, 60
B, 4, 4, 10, 48
B, 6, 4, 10, 60
B, 0, 5, 27, 0
B, 5, 3, 28, 60
B, 1, 0, 13, 12
B, 0, 0, 13, 0
B, 5, 0, 13, 60
B, 2, 0, 13, 24
B, 4, 0, 13, 48
B, 3, 0, 13, 36
B, 5, 2, 36, 60
B, 5, 1, 37, 48
B, 4, 2, 36, 48
B, 3, 2, 36, 36
B, 2, 2, 36, 24
B, 1, 1, 37, 12
B, 1, 3, 28, 12
B, 6, 2, 36, 72
B, 0, 2, 36, 0
B, 4, 1, 37, 36
B, 1, 2, 36, 12
B, 2, 3, 28, 24
B, 6, 0, 13, 72
B, 3, 1, 37, 24
B, 0, 1, 37, 0
B, 2, 4, 10, 24
B, 3, 4, 10, 36
B, 0, 4, 10, 0
B, 1, 4, 10, 12
B, 2, 5, 27, 24
B, 3, 5, 27, 36
B, 5, 5, 27, 60
B, 6, 5, 27, 72
B, 4, 5, 27, 48
B, 1, 5, 27, 12
B, 3, 3, 28, 36
C, 3, 0, 26, 24
C, 2, 0, 26, 12
C, 0, 0, 26, 0
C, 5, 0, 26, 48
C, 4, 0, 26, 36
C, 6, 0, 26, 60
D, 5, 0, 29, 60
D, 4, 0, 29, 48
D, 3, 0, 29, 36
D, 2, 0, 29, 24
D, 6, 0, 29, 72
D, 1, 0, 29, 12
D, 0, 0, 29, 0
E, 0, 0, 35, 0
E, 4, 0, 35, 48
E, 3, 0, 35, 36
E, 1, 0, 35, 12
E, 2, 0, 35, 24
E, 6, 0, 35, 60
F, 6, 0, 4, 72
F, 2, 0, 4, 24
F, 1, 0, 4, 12
F, 0, 0, 4, 0
F, 3, 0, 4, 36
F, 5, 0, 4, 60
F, 4, 0, 4, 48
G, 2, 0, 12, 12
G, 3, 0, 12, 24
G, 0, 0, 12, 0
G, 4, 0, 12, 36
G, 5, 0, 12, 48
G, 6, 0, 12, 60
H, 4, 0, 21, 48
H, 2, 0, 21, 24
H, 5, 0, 21, 60
H, 3, 0, 21, 36
H, 6, 0, 21, 72
H, 0, 0, 21, 0
H, 1, 0, 21, 12
I, 4, 0, 16, 48
I, 1, 0, 16, 12
I, 0, 0, 16, 0
I, 2, 0, 16, 24
I, 3, 0, 16, 36
I, 6, 0, 16, 60
J, 4, 0, 2, 36
J, 1, 0, 2, 12
J, 6, 0, 2, 60
J, 3, 0, 2, 24
J, 5, 0, 2, 48
J, 0, 0, 2, 0
