A, 16, 10, 22, 60
A, 8, 9, 7, 96
A, 11, 9, 1, 0
A, 5, 9, 7, 60
A, 9, 9, 7, 108
A, 12, 10, 22, 12
A, 9, 10, 17, 108
A, 13, 10, 22, 24
A, 10, 10, 17, 120
A, 11, 10, 22, 0
A, 10, 9, 7, 120
A, 16, 11, 20, 60
A, 7, 9, 7, 84
A, 9, 11, 5, 108
A, 8, 11, 5, 96
A, 13, 11, 20, 24
A, 3, 9, 7, 36
A, 18, 10, 22, 84
A, 2, 9, 7, 24
A, 12, 11, 20, 12
A, 11, 11, 20, 0
A, 19, 10, 22, 96
A, 4, 9, 7, 48
A, 10, 11, 5, 120
A, 1, 10, 17, 12
A, 6, 11, 5, 72
A, 0, 0, 31, 0
A, 0, 1, 32, 0
A, 6, 9, 7, 72
A, 1, 1, 32, 12
A, 1, 0, 31, 12
A, 7, 11, 5, 84
A, 5, 11, 5, 60
A, 12, 9, 1, 12
A, 13, 9, 1, 24
A, 2, 8, 0, 0
A, 16, 9, 1, 48
A, 13, 1, 18, 24
A, 8, 1, 32, 96
A, 10, 1, 32, 108
A, 19, 2, 15, 96
A, 17, 0, 11, 72
A, 4, 7, 6, 24
A, 3, 8, 0, 12
A, 14, 9, 1, 36
A, 2, 7, 6, 0
A, 3, 2, 19, 36
A, 2, 2, 19, 24
A, 18, 9, 1, 72
A, 19, 9, 1, 84
A, 17, 9, 1, 60
A, 5, 7, 6, 36
A, 6, 7, 6, 48
A, 4, 2, 19, 48
A, 3, 7, 6, 12
A, 4, 8, 0, 24
A, 15, 1, 18, 48
A, 14, 1, 18, 36
A, 8, 4, 14, 72
A, 13, 5, 30, 12
A, 11, 1, 18, 0
A, 16, 5, 30, 48
A, 11, 5, 30, 0
A, 15, 5, 30, 36
A, 14, 5, 30, 24
A, 12, 1, 18, 12
A, 10, 4, 14, 96
A, 16, 1, 18, 60
A, 9, 4, 14, 84
A, 11, 3, 9, 0
A, 14, 3, 9, 36
A, 12, 3, 9, 12
A, 15, 3, 9, 48
A, 13, 3, 9, 24
A, 7, 6, 8, 60
A, 4, 1, 32, 48
A, 5, 2, 19, 60
A, 2, 1, 32, 24
A, 3, 6, 8, 12
A, 6, 2, 19, 72
A, 4, 6, 8, 24
A, 3, 1, 32, 36
A, 6, 6, 8, 48
A, 5, 6, 8, 36
A, 4, 3, 23, 24
A, 11, 6, 24, 0
A, 5, 3, 23, 36
A, 3, 3, 23, 12
A, 2, 3, 23, 0
A, 7, 0, 31, 84
A, 13, 6, 24, 24
A, 10, 6, 8, 96
A, 7, 2, 19, 84
A, 8, 6, 8, 72
A, 6, 0, 31, 72
A, 5, 0, 31, 60
A, 12, 6, 24, 12
A, 16, 0, 11, 60
A, 9, 6, 8, 84
A, 15, 0, 11, 48
A, 2, 0, 31, 24
A, 19, 4, 25, 84
A, 17, 4, 25, 72
A, 4, 0, 31, 48
A, 17, 11, 20, 72
A, 11, 8, 33, 0
A, 12, 8, 33, 12
A, 15, 8, 33, 48
A, 13, 8, 33, 24
A, 9, 2, 19, 108
A, 12, 2, 15, 12
A, 8, 8, 0, 60
A, 9, 8, 0, 72
A, 6, 1, 32, 72
A, 3, 0, 31, 36
A, 19, 8, 33, 96
A, 11, 2, 15, 0
A, 5, 1, 32, 60
A, 8, 2, 19, 96
A, 10, 8, 0, 84
A, 13, 2, 15, 24
A, 7, 1, 32, 84
A, 11, 7, 34, 0
A, 10, 7, 6, 96
A, 1, 11, 5, 12
A, 15, 7, 34, 48
A, 9, 7, 6, 84
A, 13, 7, 34, 24
A, 12, 7, 34, 12
A, 16, 7, 34, 60
A, 14, 7, 34, 36
A, 14, 10, 22, 36
A, 7, 7, 6, 60
A, 5, 8, 0, 36
A, 15, 10, 22, 48
A, 0, 11, 5, 0
A, 8, 7, 6, 72
A, 17, 2, 15, 72
A, 18, 2, 15, 84
A, 14, 2, 15, 36
A, 16, 2, 15, 60
A, 15, 2, 15, 48
A, 8, 5, 3, 72
A, 15, 6, 24, 48
A, 5, 5, 3, 36
A, 19, 1, 18, 96
A, 8, 0, 31, 96
A, 18, 1, 18, 84
A, 17, 1, 18, 72
A, 9, 0, 31, 108
A, 10, 5, 3, 96
A, 7, 5, 3, 60
A, 17, 5, 30, 60
A, 4, 4, 14, 24
A, 18, 5, 30, 72
A, 19, 5, 30, 84
A, 6, 5, 3, 48
A, 14, 6, 24, 36
A, 18, 6, 24, 84
A, 9, 5, 3, 84
A, 16, 6, 24, 60
A, 17, 6, 24, 72
A, 3, 5, 3, 12
A, 9, 3, 23, 84
A, 8, 3, 23, 72
A, 6, 3, 23, 48
A, 2, 4, 14, 0
A, 11, 4, 25, 0
A, 3, 4, 14, 12
A, 14, 4, 25, 36
A, 15, 4, 25, 48
A, 7, 3, 23, 60
A, 16, 4, 25, 60
A, 5, 4, 14, 36
A, 13, 4, 25, 24
A, 6, 4, 14, 48
A, 7, 4, 14, 60
A, 4, 5, 3, 24
A, 2, 5, 3, 0
A, 19, 6, 24, 96
A, 12, 4, 25, 12
A, 16, 8, 33, 60
A, 14, 8, 33, 36
A, 7, 8, 0, 48
A, 17, 8, 33, 72
A, 18, 8, 33, 84
A, 17, 10, 22, 72
A, 1, 9, 7, 12
A, 10, 3, 23, 96
A, 0, 10, 17, 0
A, 0, 9, 7, 0
A, 1, 2, 19, 12
A, 0, 2, 19, 0
A, 11, 0, 11, 0
A, 17, 3, 9, 72
A, 13, 0, 11, 24
A, 10, 0, 31, 120
A, 3, 11, 5, 36
A, 12, 0, 11, 12
A, 14, 0, 11, 36
A, 2, 11, 5, 24
A, 18, 3, 9, 84
A, 16, 3, 9, 60
A, 4, 11, 5, 48
A, 10, 2, 19, 120
A, 19, 3, 9, 96
A, 18, 7, 34, 84
A, 2, 6, 8, 0
A, 19, 7, 34, 96
A, 17, 7, 34, 72
A, 14, 11, 20, 36
A, 3, 10, 17, 36
A, 15, 11, 20, 48
A, 2, 10, 17, 24
A, 7, 10, 17, 84
A, 6, 10, 17, 72
A, 4, 10, 17, 48
A, 5, 10, 17, 60
A, 8, 10, 17, 96
B, 6, 3, 28, 72
B, 0, 3, 28, 0
