A, 17, 17, 1, 60
A, 17, 16, 33, 72
A, 17, 15, 34, 72
A, 17, 14, 24, 72
A, 17, 13, 30, 60
A, 17, 12, 25, 72
A, 17, 11, 9, 72
A, 17, 10, 15, 72
A, 17, 9, 18, 72
A, 17, 8, 11, 72
A, 18, 18, 22, 84
A, 18, 17, 1, 72
A, 18, 16, 33, 84
A, 18, 15, 34, 84
A, 18, 14, 24, 84
A, 18, 13, 30, 72
A, 18, 11, 9, 84
A, 18, 10, 15, 84
A, 18, 9, 18, 84
A, 19, 18, 22, 96
A, 19, 17, 1, 84
A, 19, 16, 33, 96
A, 19, 15, 34, 96
A, 19, 14, 24, 96
A, 19, 13, 30, 84
A, 19, 12, 25, 84
A, 19, 11, 9, 96
A, 19, 10, 15, 96
A, 19, 9, 18, 96
B, 2, 027, 0
B, 3, 010, 0
B, 4, 028, 0
B, 5, 036, 0
B, 6, 037, 0
B, 7, 013, 0
B, 2, 127, 12
B, 3, 110, 12
B, 4, 128, 12
B, 5, 136, 12
B, 6, 137, 12
B, 7, 113, 12
B, 2, 227, 24
B, 3, 210, 24
B, 4, 228, 24
B, 5, 236, 24
B, 7, 213, 24
B, 2, 327, 36
B, 3, 310, 36
B, 4, 328, 36
B, 5, 336, 36
B, 6, 337, 24
B, 7, 313, 36
B, 2, 427, 48
B, 3, 410, 48
B, 4, 428, 48
B, 5, 436, 48
B, 6, 437, 36
B, 7, 413, 48
B, 2, 527, 60
B, 4, 528, 60
B, 5, 536, 60
B, 6, 537, 48
B, 7, 513, 60
B, 2, 627, 72
B, 3, 610, 60
B, 4, 628, 72
B, 5, 636, 72
B, 6, 637, 60
B, 7, 613, 72
C, 0, 0, 26, 0
C, 2, 0, 26, 12
C, 3, 0, 26, 24
C, 4, 0, 26, 36
C, 5, 0, 26, 60
D, 0, 0, 29, 0
D, 1, 0, 29, 12
D, 2, 0, 29, 24
D, 3, 0, 29, 36
D, 4, 0, 29, 48
D, 5, 0, 29, 72
E, 0, 0, 35, 0
E, 1, 0, 35, 12
E, 2, 0, 35, 24
E, 3, 0, 35, 36
E, 4, 0, 35, 48
E, 5, 0, 35, 60
