A, 0, 19, 5, 0
A, 0, 18, 17, 0
A, 0, 17, 7, 0
A, 0, 10, 19, 0
A, 0, 9, 32, 0
A, 0, 8, 31, 0
A, 1, 19, 5, 12
A, 1, 18, 17, 12
A, 1, 17, 7, 12
A, 1, 10, 19, 12
A, 1, 9, 32, 12
A, 1, 8, 31, 12
A, 2, 19, 5, 24
A, 2, 18, 17, 24
A, 2, 17, 7, 24
A, 2, 16, 0, 0
A, 2, 15, 6, 0
A, 2, 14, 8, 0
A, 2, 13, 3, 0
A, 2, 12, 14, 0
A, 2, 11, 23, 0
A, 2, 10, 19, 24
A, 2, 9, 32, 24
A, 2, 8, 31, 24
A, 3, 19, 5, 36
A, 3, 18, 17, 36
A, 3, 17, 7, 36
A, 3, 16, 0, 12
A, 3, 15, 6, 12
A, 3, 14, 8, 12
A, 3, 13, 3, 12
A, 3, 12, 14, 12
A, 3, 11, 23, 12
A, 3, 10, 19, 36
A, 3, 9, 32, 36
A, 3, 8, 31, 36
A, 4, 19, 5, 48
A, 4, 18, 17, 48
A, 4, 17, 7, 48
A, 4, 16, 0, 24
A, 4, 15, 6, 24
A, 4, 14, 8, 24
A, 4, 13, 3, 24
A, 4, 12, 14, 24
A, 4, 11, 23, 24
A, 4, 10, 19, 48
A, 4, 9, 32, 48
A, 4, 8, 31, 48
A, 5, 19, 5, 60
A, 5, 18, 17, 60
A, 5, 17, 7, 60
A, 5, 16, 0, 36
A, 5, 15, 6, 36
A, 5, 14, 8, 36
A, 5, 13, 3, 36
A, 5, 12, 14, 36
A, 5, 11, 23, 36
A, 5, 10, 19, 60
A, 5, 9, 32, 60
A, 5, 8, 31, 60
A, 6, 19, 5, 72
A, 6, 18, 17, 72
A, 6, 17, 7, 72
A, 6, 15, 6, 48
A, 6, 14, 8, 48
A, 6, 13, 3, 48
A, 6, 12, 14, 48
A, 6, 11, 23, 48
A, 6, 10, 19, 72
A, 6, 9, 32, 72
A, 6, 8, 31, 72
A, 7, 19, 5, 84
A, 7, 18, 17, 84
A, 7, 17, 7, 84
A, 7, 16, 0, 48
A, 7, 15, 6, 60
A, 7, 14, 8, 60
A, 7, 13, 3, 60
A, 7, 12, 14, 60
A, 7, 11, 23, 60
A, 7, 10, 19, 84
A, 7, 9, 32, 84
A, 7, 8, 31, 84
A, 8, 19, 5, 96
A, 8, 18, 17, 96
A, 8, 17, 7, 96
A, 8, 16, 0, 60
A, 8, 15, 6, 72
A, 8, 14, 8, 72
A, 8, 13, 3, 72
A, 8, 12, 14, 72
A, 8, 11, 23, 72
A, 8, 10, 19, 96
A, 8, 9, 32, 96
A, 8, 8, 31, 96
A, 9, 19, 5, 108
A, 9, 18, 17, 108
A, 9, 17, 7, 108
A, 9, 16, 0, 72
A, 9, 15, 6, 84
A, 9, 14, 8, 84
A, 9, 13, 3, 84
A, 9, 12, 14, 84
A, 9, 11, 23, 84
A, 9, 10, 19, 108
A, 9, 8, 31, 108
A, 10, 19, 5, 120
A, 10, 18, 17, 120
A, 10, 17, 7, 120
A, 10, 16, 0, 84
A, 10, 15, 6, 96
A, 10, 14, 8, 96
A, 10, 13, 3, 96
A, 10, 12, 14, 96
A, 10, 11, 23, 96
A, 10, 10, 19, 120
A, 10, 9, 32, 108
A, 10, 8, 31, 120
A, 11, 19, 20, 0
A, 11, 18, 22, 0
A, 11, 17, 1, 0
A, 11, 16, 33, 0
A, 11, 15, 34, 0
A, 11, 14, 24, 0
A, 11, 13, 30, 0
A, 11, 12, 25, 0
A, 11, 11, 9, 0
A, 11, 10, 15, 0
A, 11, 9, 18, 0
A, 11, 8, 11, 0
A, 12, 19, 20, 12
A, 12, 18, 22, 12
A, 12, 17, 1, 12
A, 12, 16, 33, 12
A, 12, 15, 34, 12
A, 12, 14, 24, 12
A, 12, 12, 25, 12
A, 12, 11, 9, 12
A, 12, 10, 15, 12
A, 12, 9, 18, 12
A, 12, 8, 11, 12
A, 13, 19, 20, 24
A, 13, 18, 22, 24
A, 13, 17, 1, 24
A, 13, 16, 33, 24
A, 13, 15, 34, 24
A, 13, 14, 24, 24
A, 13, 13, 30, 12
A, 13, 12, 25, 24
A, 13, 11, 9, 24
A, 13, 10, 15, 24
A, 13, 9, 18, 24
A, 13, 8, 11, 24
A, 14, 19, 20, 36
A, 14, 18, 22, 36
A, 14, 17, 1, 36
A, 14, 16, 33, 36
A, 14, 15, 34, 36
A, 14, 14, 24, 36
A, 14, 13, 30, 24
A, 14, 12, 25, 36
A, 14, 11, 9, 36
A, 14, 10, 15, 36
A, 14, 9, 18, 36
A, 14, 8, 11, 36
A, 15, 19, 20, 48
A, 15, 18, 22, 48
A, 15, 16, 33, 48
A, 15, 15, 34, 48
A, 15, 14, 24, 48
A, 15, 13, 30, 36
A, 15, 12, 25, 48
A, 15, 11, 9, 48
A, 15, 10, 15, 48
A, 15, 9, 18, 48
A, 15, 8, 11, 48
A, 16, 19, 20, 60
A, 16, 18, 22, 60
A, 16, 17, 1, 48
A, 16, 16, 33, 60
A, 16, 15, 34, 60
A, 16, 14, 24, 60
A, 16, 13, 30, 48
A, 16, 12, 25, 60
A, 16, 11, 9, 60
A, 16, 10, 15, 60
A, 16, 9, 18, 60
A, 16, 8, 11, 60
A, 17, 19, 20, 72
A, 17, 18, 22, 72
